date,amount,description,counterparty,currency
2025-07-01,-308.58,MLS Cincinnati ****1118,MLS Cincinnati,USD
2025-07-02,-542.86,Google Ads ****6846,Google Ads,USD
2025-07-02,-1015.83,Google Ads ****8687,Google Ads,USD
2025-07-03,-435.51,CoreLogic ****8654,CoreLogic,USD
2025-07-03,-469.06,Matterport ****9987,Matterport,USD
2025-07-06,-1958.5,Google Ads ****5622,Google Ads,USD
2025-07-07,-393.44,MLS Cincinnati ****2169,MLS Cincinnati,USD
2025-07-07,-128.45,FedEx ****2850,FedEx,USD
2025-07-08,6222.39,Stripe Payment,Stripe,USD
2025-07-09,-241.29,FedEx ****8418,FedEx,USD
2025-07-11,-302.73,MLS Cincinnati ****7484,MLS Cincinnati,USD
2025-07-12,-224.62,CoreLogic ****9165,CoreLogic,USD
2025-07-13,-96.57,Realtor.com ****9086,Realtor.com,USD
2025-07-13,-497.4,Vistaprint ****4263,Vistaprint,USD
2025-07-13,-231.23,FedEx ****1246,FedEx,USD
2025-07-14,-320.81,Vistaprint ****4076,Vistaprint,USD
2025-07-14,-1572.79,Google Ads ****1134,Google Ads,USD
2025-07-15,8484.57,Check Payment,Check,USD
2025-07-16,-97.27,Zillow Premier Agent ****9764,Zillow Premier Agent,USD
2025-07-16,-425.68,Realtor.com ****3393,Realtor.com,USD
2025-07-16,-1443.75,Google Ads ****1691,Google Ads,USD
2025-07-17,3885.71,Check Payment,Check,USD
2025-07-17,-356.04,DocuSign ****1519,DocuSign,USD
2025-07-19,5947.52,Stripe Payment,Stripe,USD
2025-07-20,-391.22,Vistaprint ****9538,Vistaprint,USD
2025-07-21,-166.94,FedEx ****6905,FedEx,USD
2025-07-22,9645.38,Check Payment,Check,USD
2025-07-23,-111.26,DocuSign ****5097,DocuSign,USD
2025-07-24,-250.75,Vistaprint ****3539,Vistaprint,USD
2025-07-27,-1209.24,Facebook Ads ****6113,Facebook Ads,USD
2025-07-28,9371.18,Wire Transfer Payment,Wire Transfer,USD
2025-07-29,-272.44,Matterport ****5150,Matterport,USD
2025-07-30,-143.26,Vistaprint ****8257,Vistaprint,USD
2025-07-31,8939.25,PayPal Payment,PayPal,USD
2025-07-31,4688.22,Stripe Payment,Stripe,USD
2025-07-31,-513.39,Facebook Ads ****1688,Facebook Ads,USD
