date,amount,description,counterparty,currency
2025-05-01,-481.59,CoreLogic ****8517,CoreLogic,USD
2025-05-01,-480.05,Matterport ****8901,Matterport,USD
2025-05-02,-479.44,Matterport ****9813,Matterport,USD
2025-05-02,-220.9,CoreLogic ****6785,CoreLogic,USD
2025-05-03,-143.82,Office Depot ****8254,Office Depot,USD
2025-05-03,-1754.5,Facebook Ads ****6833,Facebook Ads,USD
2025-05-04,-123.22,MLS Cincinnati ****4322,MLS Cincinnati,USD
2025-05-07,9712.26,Wire Transfer Payment,Wire Transfer,USD
2025-05-11,2823.87,Wire Transfer Payment,Wire Transfer,USD
2025-05-11,-96.04,Vistaprint ****1159,Vistaprint,USD
2025-05-12,13159.94,Check Payment,Check,USD
2025-05-12,-149.85,Matterport ****5413,Matterport,USD
2025-05-12,-262.31,Dotloop ****9470,Dotloop,USD
2025-05-12,-193.68,MLS Cincinnati ****9363,MLS Cincinnati,USD
2025-05-13,-251.36,MLS Cincinnati ****2577,MLS Cincinnati,USD
2025-05-15,6643.11,Check Payment,Check,USD
2025-05-16,-292.02,MLS Cincinnati ****1781,MLS Cincinnati,USD
2025-05-18,-157.82,Dotloop ****3947,Dotloop,USD
2025-05-18,-289.81,Matterport ****5222,Matterport,USD
2025-05-18,-220.59,Zillow Premier Agent ****6752,Zillow Premier Agent,USD
2025-05-19,-353.01,Realtor.com ****1983,Realtor.com,USD
2025-05-19,-161.1,Office Depot ****3373,Office Depot,USD
2025-05-20,-315.85,FedEx ****7631,FedEx,USD
2025-05-21,13072.3,Check Payment,Check,USD
2025-05-21,5729.46,Square Payment,Square,USD
2025-05-21,-183.96,Vistaprint ****6914,Vistaprint,USD
2025-05-22,12662.83,Square Payment,Square,USD
2025-05-22,-187.97,Office Depot ****4013,Office Depot,USD
2025-05-22,-125.0,Dotloop ****7099,Dotloop,USD
2025-05-22,-237.29,Vistaprint ****2284,Vistaprint,USD
2025-05-23,6080.99,Stripe Payment,Stripe,USD
2025-05-24,-431.75,Dotloop ****4212,Dotloop,USD
2025-05-24,-174.97,Vistaprint ****8972,Vistaprint,USD
2025-05-25,3341.64,PayPal Payment,PayPal,USD
2025-05-25,-1968.91,Google Ads ****4744,Google Ads,USD
2025-05-25,-333.69,Office Depot ****9821,Office Depot,USD
