date,amount,description,counterparty,currency
2025-04-01,-1460.44,Google Ads ****8192,Google Ads,USD
2025-04-02,-316.66,Matterport ****1852,Matterport,USD
2025-04-02,-416.05,Realtor.com ****8727,Realtor.com,USD
2025-04-04,-159.55,Realtor.com ****9908,Realtor.com,USD
2025-04-09,-160.13,Matterport ****6703,Matterport,USD
2025-04-09,-467.41,Matterport ****8807,Matterport,USD
2025-04-11,-81.94,Realtor.com ****2285,Realtor.com,USD
2025-04-12,14342.14,PayPal Payment,PayPal,USD
2025-04-12,-265.46,Dotloop ****2185,Dotloop,USD
2025-04-12,-349.48,Vistaprint ****4115,Vistaprint,USD
2025-04-14,-69.18,MLS Cincinnati ****6603,MLS Cincinnati,USD
2025-04-17,-128.82,CoreLogic ****5408,CoreLogic,USD
2025-04-18,21962.83,Square Payment,Square,USD
2025-04-18,-212.69,FedEx ****4281,FedEx,USD
2025-04-18,-132.49,MLS Cincinnati ****4187,MLS Cincinnati,USD
2025-04-18,-174.82,Office Depot ****5501,Office Depot,USD
2025-04-19,-254.72,Office Depot ****4985,Office Depot,USD
2025-04-21,-298.08,Dotloop ****5277,Dotloop,USD
2025-04-22,-147.46,Realtor.com ****7269,Realtor.com,USD
2025-04-22,-119.84,Vistaprint ****4965,Vistaprint,USD
2025-04-23,-375.04,Zillow Premier Agent ****2124,Zillow Premier Agent,USD
2025-04-23,-186.48,MLS Cincinnati ****2917,MLS Cincinnati,USD
2025-04-23,-29.62,Matterport ****5314,Matterport,USD
2025-04-27,-1515.37,Facebook Ads ****4767,Facebook Ads,USD
2025-04-28,-450.85,DocuSign ****1448,DocuSign,USD
2025-04-28,-259.02,FedEx ****1108,FedEx,USD
