date,amount,description,counterparty,currency
2024-12-01,-36.74,MLS Cincinnati ****9468,MLS Cincinnati,USD
2024-12-02,-317.41,FedEx ****5934,FedEx,USD
2024-12-03,-175.98,Vistaprint ****4603,Vistaprint,USD
2024-12-03,-208.29,Realtor.com ****9851,Realtor.com,USD
2024-12-08,-365.51,DocuSign ****1620,DocuSign,USD
2024-12-08,-440.51,Matterport ****3316,Matterport,USD
2024-12-10,-50.78,Realtor.com ****5127,Realtor.com,USD
2024-12-11,-27.39,Zillow Premier Agent ****7456,Zillow Premier Agent,USD
2024-12-12,-775.99,Google Ads ****5140,Google Ads,USD
2024-12-13,16737.55,Check Payment,Check,USD
2024-12-14,12433.36,Stripe Payment,Stripe,USD
2024-12-14,-377.18,Vistaprint ****6633,Vistaprint,USD
2024-12-14,-455.17,Dotloop ****9397,Dotloop,USD
2024-12-16,-209.32,Dotloop ****7626,Dotloop,USD
2024-12-17,-93.44,FedEx ****7113,FedEx,USD
2024-12-18,10198.5,Square Payment,Square,USD
2024-12-19,-75.41,Matterport ****5937,Matterport,USD
2024-12-20,-415.51,Dotloop ****1504,Dotloop,USD
2024-12-21,-33.02,CoreLogic ****2938,CoreLogic,USD
2024-12-23,3483.6,Stripe Payment,Stripe,USD
2024-12-23,-1300.2,Google Ads ****3234,Google Ads,USD
2024-12-24,14325.95,Wire Transfer Payment,Wire Transfer,USD
2024-12-25,2961.87,Square Payment,Square,USD
2024-12-25,-442.35,Vistaprint ****8130,Vistaprint,USD
2024-12-25,-298.11,Realtor.com ****4729,Realtor.com,USD
2024-12-25,-329.68,Zillow Premier Agent ****2036,Zillow Premier Agent,USD
2024-12-25,-474.82,Matterport ****5992,Matterport,USD
2024-12-27,-158.72,Realtor.com ****8170,Realtor.com,USD
2024-12-28,-379.77,Realtor.com ****3519,Realtor.com,USD
2024-12-31,-403.47,Dotloop ****9941,Dotloop,USD
