date,amount,description,counterparty,currency
2024-11-01,-270.1,Gordon Food Service ****3623,Gordon Food Service,USD
2024-11-01,-7415.49,ADP ****8365,ADP,USD
2024-11-03,2684.55,Wire Transfer Payment,Wire Transfer,USD
2024-11-05,-477.12,Sam's Club ****8939,Sam's Club,USD
2024-11-09,2409.03,Check Payment,Check,USD
2024-11-11,2376.14,Check Payment,Check,USD
2024-11-12,-461.42,Cincinnati Water Works ****5543,Cincinnati Water Works,USD
2024-11-13,1501.5,Square Payment,Square,USD
2024-11-15,-362.91,Discount School Supply ****5055,Discount School Supply,USD
2024-11-16,-5693.84,ADP ****6302,ADP,USD
2024-11-17,1905.43,Wire Transfer Payment,Wire Transfer,USD
2024-11-20,-60.87,Duke Energy ****2525,Duke Energy,USD
2024-11-20,-381.16,Spectrum ****7046,Spectrum,USD
2024-11-21,4344.4,Wire Transfer Payment,Wire Transfer,USD
2024-11-22,-180.46,Duke Energy ****1040,Duke Energy,USD
2024-11-25,3523.25,Check Payment,Check,USD
2024-11-25,-386.0,School Specialty ****8231,School Specialty,USD
2024-11-25,-495.14,Gordon Food Service ****2677,Gordon Food Service,USD
2024-11-26,4617.45,Wire Transfer Payment,Wire Transfer,USD
2024-11-26,-152.64,Paychex ****7786,Paychex,USD
2024-11-26,-399.44,Duke Energy ****1793,Duke Energy,USD
2024-11-27,-397.8,Discount School Supply ****4390,Discount School Supply,USD
2024-11-28,-356.21,Paychex ****2037,Paychex,USD
2024-11-30,5077.27,Wire Transfer Payment,Wire Transfer,USD
2024-11-30,-162.43,Sysco ****5380,Sysco,USD
