date,amount,description,counterparty,currency
2025-04-01,-298.45,Gordon Food Service ****7363,Gordon Food Service,USD
2025-04-01,-427.08,Lakeshore Learning ****6978,Lakeshore Learning,USD
2025-04-02,2578.94,PayPal Payment,PayPal,USD
2025-04-02,-494.97,School Specialty ****6883,School Specialty,USD
2025-04-02,-459.14,Sam's Club ****1462,Sam's Club,USD
2025-04-03,2197.83,Square Payment,Square,USD
2025-04-09,-105.8,Sam's Club ****7151,Sam's Club,USD
2025-04-10,-399.65,Duke Energy ****4695,Duke Energy,USD
2025-04-10,-211.63,School Specialty ****9043,School Specialty,USD
2025-04-11,-371.19,Discount School Supply ****7415,Discount School Supply,USD
2025-04-11,-196.39,School Specialty ****8005,School Specialty,USD
2025-04-12,10281.24,Wire Transfer Payment,Wire Transfer,USD
2025-04-12,-60.01,Duke Energy ****1547,Duke Energy,USD
2025-04-12,-284.85,Lakeshore Learning ****2525,Lakeshore Learning,USD
2025-04-14,-304.75,Paychex ****3872,Paychex,USD
2025-04-14,-491.63,Sam's Club ****3750,Sam's Club,USD
2025-04-15,-158.72,Paychex ****4891,Paychex,USD
2025-04-16,-176.39,School Specialty ****2715,School Specialty,USD
2025-04-17,-7926.38,ADP ****8909,ADP,USD
2025-04-17,-487.84,Gordon Food Service ****7705,Gordon Food Service,USD
2025-04-19,-373.65,Sysco ****5825,Sysco,USD
2025-04-21,-150.98,School Specialty ****5088,School Specialty,USD
2025-04-22,-182.31,Discount School Supply ****2274,Discount School Supply,USD
2025-04-22,-191.83,Cincinnati Water Works ****7149,Cincinnati Water Works,USD
2025-04-26,-99.62,Cincinnati Water Works ****2659,Cincinnati Water Works,USD
2025-04-27,5871.14,Check Payment,Check,USD
2025-04-27,-415.29,Lakeshore Learning ****6500,Lakeshore Learning,USD
2025-04-29,11952.0,Check Payment,Check,USD
2025-04-29,-191.48,Lakeshore Learning ****2770,Lakeshore Learning,USD
2025-04-29,-229.88,School Specialty ****3703,School Specialty,USD
2025-04-29,-367.97,Spectrum ****9849,Spectrum,USD
2025-04-30,-47.87,School Specialty ****8179,School Specialty,USD
2025-04-30,-485.32,Cincinnati Water Works ****7783,Cincinnati Water Works,USD
