date,amount,description,counterparty,currency
2024-11-01,-486.61,Microsoft 365 ****2503,Microsoft 365,USD
2024-11-01,-127.19,Slack ****7878,Slack,USD
2024-11-01,-1665.25,Google Ads ****2391,Google Ads,USD
2024-11-05,6995.06,Square Payment,Square,USD
2024-11-05,2149.31,Check Payment,Check,USD
2024-11-08,-462.55,LinkedIn Sales Nav ****6129,LinkedIn Sales Nav,USD
2024-11-09,-200.15,AWS ****5703,AWS,USD
2024-11-09,-74.16,LinkedIn Sales Nav ****6626,LinkedIn Sales Nav,USD
2024-11-10,6470.71,Square Payment,Square,USD
2024-11-10,-235.05,LinkedIn Sales Nav ****5961,LinkedIn Sales Nav,USD
2024-11-10,-435.52,Microsoft 365 ****2479,Microsoft 365,USD
2024-11-12,6302.07,Stripe Payment,Stripe,USD
2024-11-13,-475.12,Staples ****8538,Staples,USD
2024-11-13,-97.61,Zoom ****2234,Zoom,USD
2024-11-13,-323.28,Staples ****8601,Staples,USD
2024-11-14,10173.5,PayPal Payment,PayPal,USD
2024-11-15,-94.56,Digital Ocean ****4232,Digital Ocean,USD
2024-11-17,5781.22,Square Payment,Square,USD
2024-11-17,-217.39,Digital Ocean ****6321,Digital Ocean,USD
2024-11-18,-104.86,Staples ****9363,Staples,USD
2024-11-18,-250.92,Zoom ****3471,Zoom,USD
2024-11-21,-75.28,FedEx ****8138,FedEx,USD
2024-11-22,-296.54,Staples ****4084,Staples,USD
2024-11-23,9970.14,Stripe Payment,Stripe,USD
2024-11-24,8087.24,PayPal Payment,PayPal,USD
2024-11-24,-172.44,Digital Ocean ****8404,Digital Ocean,USD
2024-11-26,-1360.1,Facebook Ads ****7843,Facebook Ads,USD
2024-11-26,-1285.94,Facebook Ads ****7484,Facebook Ads,USD
2024-11-26,-478.26,Slack ****1672,Slack,USD
2024-11-27,-265.86,Zoom ****8581,Zoom,USD
2024-11-28,-277.04,Digital Ocean ****4176,Digital Ocean,USD
2024-11-29,-330.42,Zoom ****6295,Zoom,USD
2024-11-30,-264.66,Digital Ocean ****3827,Digital Ocean,USD
