date,amount,description,counterparty,currency
2025-03-03,-370.36,Digital Ocean ****2293,Digital Ocean,USD
2025-03-04,5947.73,PayPal Payment,PayPal,USD
2025-03-05,6792.99,PayPal Payment,PayPal,USD
2025-03-10,-329.47,Slack ****3526,Slack,USD
2025-03-10,-475.56,AWS ****5336,AWS,USD
2025-03-11,12351.33,Stripe Payment,Stripe,USD
2025-03-12,-1463.51,Google Ads ****8372,Google Ads,USD
2025-03-12,-168.84,Microsoft 365 ****9740,Microsoft 365,USD
2025-03-13,-178.26,GitHub ****4694,GitHub,USD
2025-03-13,-321.63,Microsoft 365 ****6531,Microsoft 365,USD
2025-03-15,10403.73,Square Payment,Square,USD
2025-03-16,-326.65,Adobe Creative Cloud ****5496,Adobe Creative Cloud,USD
2025-03-17,11013.62,Stripe Payment,Stripe,USD
2025-03-17,-479.41,Microsoft 365 ****8912,Microsoft 365,USD
2025-03-19,8040.21,PayPal Payment,PayPal,USD
2025-03-19,-450.09,Slack ****2292,Slack,USD
2025-03-22,10536.62,Check Payment,Check,USD
2025-03-22,-270.75,Microsoft 365 ****3102,Microsoft 365,USD
2025-03-27,-56.23,Digital Ocean ****7523,Digital Ocean,USD
2025-03-27,-39.39,Microsoft 365 ****9938,Microsoft 365,USD
2025-03-28,-389.31,Adobe Creative Cloud ****7825,Adobe Creative Cloud,USD
2025-03-30,-252.37,Amazon Business ****7730,Amazon Business,USD
