date,amount,description,counterparty,currency
2025-04-01,-1735.01,Facebook Ads ****2208,Facebook Ads,USD
2025-04-01,-230.49,GitHub ****1907,GitHub,USD
2025-04-02,6114.92,Stripe Payment,Stripe,USD
2025-04-03,-286.87,Staples ****3981,Staples,USD
2025-04-03,-271.1,Digital Ocean ****5982,Digital Ocean,USD
2025-04-03,-44.57,Zoom ****1464,Zoom,USD
2025-04-07,-473.99,Digital Ocean ****9281,Digital Ocean,USD
2025-04-08,-158.64,AWS ****8710,AWS,USD
2025-04-08,-291.86,Zoom ****6939,Zoom,USD
2025-04-08,-90.09,AWS ****6456,AWS,USD
2025-04-10,-238.56,Figma ****3308,Figma,USD
2025-04-10,-162.85,AWS ****7293,AWS,USD
2025-04-11,6750.99,PayPal Payment,PayPal,USD
2025-04-11,-212.1,Digital Ocean ****6555,Digital Ocean,USD
2025-04-12,8275.27,Wire Transfer Payment,Wire Transfer,USD
2025-04-12,-1985.92,Facebook Ads ****5902,Facebook Ads,USD
2025-04-13,-100.69,Staples ****9433,Staples,USD
2025-04-16,8442.53,Square Payment,Square,USD
2025-04-16,-28.88,Slack ****2761,Slack,USD
2025-04-19,-386.32,GitHub ****9437,GitHub,USD
2025-04-20,-444.17,GitHub ****6992,GitHub,USD
2025-04-21,5448.28,Check Payment,Check,USD
2025-04-21,-442.56,LinkedIn Sales Nav ****9148,LinkedIn Sales Nav,USD
2025-04-21,-127.19,Adobe Creative Cloud ****6781,Adobe Creative Cloud,USD
2025-04-21,-286.18,Staples ****2946,Staples,USD
2025-04-24,-176.58,Digital Ocean ****8642,Digital Ocean,USD
2025-04-24,-59.93,Figma ****9261,Figma,USD
2025-04-24,-1632.45,Google Ads ****4261,Google Ads,USD
2025-04-24,-361.65,LinkedIn Sales Nav ****5911,LinkedIn Sales Nav,USD
2025-04-25,-1260.97,Google Ads ****9351,Google Ads,USD
2025-04-26,-215.66,Slack ****1659,Slack,USD
2025-04-26,-91.4,Slack ****6218,Slack,USD
