date,amount,description,counterparty,currency
2025-02-02,-333.73,Amazon Business ****3392,Amazon Business,USD
2025-02-02,-108.17,Microsoft 365 ****8612,Microsoft 365,USD
2025-02-03,3746.78,Square Payment,Square,USD
2025-02-06,-428.12,GitHub ****8179,GitHub,USD
2025-02-07,7524.68,Stripe Payment,Stripe,USD
2025-02-07,-56.94,GitHub ****7001,GitHub,USD
2025-02-08,-327.82,Microsoft 365 ****6952,Microsoft 365,USD
2025-02-08,-348.92,Staples ****6236,Staples,USD
2025-02-09,7870.07,Wire Transfer Payment,Wire Transfer,USD
2025-02-12,-160.65,Zoom ****9047,Zoom,USD
2025-02-12,-89.47,Digital Ocean ****2213,Digital Ocean,USD
2025-02-13,-37.31,Digital Ocean ****4048,Digital Ocean,USD
2025-02-14,-148.64,Staples ****8311,Staples,USD
2025-02-15,4552.31,Square Payment,Square,USD
2025-02-16,9177.93,Wire Transfer Payment,Wire Transfer,USD
2025-02-16,-165.43,Microsoft 365 ****8305,Microsoft 365,USD
2025-02-17,-45.12,LinkedIn Sales Nav ****6776,LinkedIn Sales Nav,USD
2025-02-17,-1924.2,Facebook Ads ****1530,Facebook Ads,USD
2025-02-17,-387.47,LinkedIn Sales Nav ****3255,LinkedIn Sales Nav,USD
2025-02-18,7449.81,Wire Transfer Payment,Wire Transfer,USD
2025-02-19,-497.67,Zoom ****3956,Zoom,USD
2025-02-20,-451.87,GitHub ****8292,GitHub,USD
2025-02-21,-208.82,Slack ****2929,Slack,USD
2025-02-22,-381.2,Staples ****3621,Staples,USD
2025-02-22,-1097.05,Google Ads ****5566,Google Ads,USD
2025-02-23,-177.58,Figma ****2311,Figma,USD
2025-02-25,-227.41,Amazon Business ****8272,Amazon Business,USD
2025-02-25,-911.83,Facebook Ads ****1939,Facebook Ads,USD
2025-02-25,-347.55,GitHub ****7077,GitHub,USD
2025-02-27,-1564.31,Google Ads ****9882,Google Ads,USD
2025-02-28,5606.43,Check Payment,Check,USD
