date,amount,description,counterparty,currency
2025-03-04,-731.4,Google Ads ****3056,Google Ads,USD
2025-03-05,-449.45,LinkedIn ****7974,LinkedIn,USD
2025-03-05,-137.46,Amazon Business ****9220,Amazon Business,USD
2025-03-09,21874.11,PayPal Payment,PayPal,USD
2025-03-09,-249.75,FedEx ****3770,FedEx,USD
2025-03-11,22207.39,Square Payment,Square,USD
2025-03-15,-324.56,LinkedIn ****2279,LinkedIn,USD
2025-03-16,-31.75,Professional Liability Ins ****2827,Professional Liability Ins,USD
2025-03-16,-137.19,Amazon Business ****3962,Amazon Business,USD
2025-03-19,-162.37,Professional Liability Ins ****1578,Professional Liability Ins,USD
2025-03-22,-62.16,Chamber of Commerce ****2449,Chamber of Commerce,USD
2025-03-23,-373.56,Office Depot ****7897,Office Depot,USD
2025-03-23,-85.24,Thomson Reuters ****2259,Thomson Reuters,USD
2025-03-26,-336.75,QuickBooks ****5780,QuickBooks,USD
2025-03-27,-454.2,QuickBooks ****9765,QuickBooks,USD
2025-03-27,-457.31,CCH ****3476,CCH,USD
2025-03-29,-281.12,FedEx ****6119,FedEx,USD
2025-03-29,-200.64,LinkedIn ****3873,LinkedIn,USD
2025-03-30,-380.98,Office Depot ****5267,Office Depot,USD
2025-03-31,-275.04,Amazon Business ****5578,Amazon Business,USD
