date,amount,description,counterparty,currency
2024-12-03,9268.39,Wire Transfer Payment,Wire Transfer,USD
2024-12-03,-1891.68,Google Ads ****1917,Google Ads,USD
2024-12-03,-56.45,Errors & Omissions ****3446,Errors & Omissions,USD
2024-12-04,-117.16,CCH ****6536,CCH,USD
2024-12-04,-167.19,Chamber of Commerce ****6169,Chamber of Commerce,USD
2024-12-05,-450.57,Chamber of Commerce ****8577,Chamber of Commerce,USD
2024-12-08,2960.4,Square Payment,Square,USD
2024-12-08,-290.82,Office Depot ****2677,Office Depot,USD
2024-12-11,-580.7,Google Ads ****7987,Google Ads,USD
2024-12-12,2296.16,Wire Transfer Payment,Wire Transfer,USD
2024-12-12,-248.6,QuickBooks ****1826,QuickBooks,USD
2024-12-14,-191.4,Chamber of Commerce ****6218,Chamber of Commerce,USD
2024-12-16,-99.81,CCH ****2875,CCH,USD
2024-12-16,-473.06,CCH ****5641,CCH,USD
2024-12-17,-331.1,FedEx ****8625,FedEx,USD
2024-12-18,3817.82,Square Payment,Square,USD
2024-12-18,-116.46,Practice CS ****5532,Practice CS,USD
2024-12-20,-359.72,CCH ****8304,CCH,USD
2024-12-24,-379.14,FedEx ****1368,FedEx,USD
2024-12-25,-392.07,Errors & Omissions ****2927,Errors & Omissions,USD
2024-12-26,-328.45,Professional Liability Ins ****4438,Professional Liability Ins,USD
2024-12-26,-106.36,Practice CS ****6101,Practice CS,USD
2024-12-27,-281.77,Errors & Omissions ****1831,Errors & Omissions,USD
2024-12-27,-173.41,Errors & Omissions ****4246,Errors & Omissions,USD
2024-12-29,6709.96,Stripe Payment,Stripe,USD
2024-12-29,5914.68,Square Payment,Square,USD
2024-12-30,6006.46,Square Payment,Square,USD
2024-12-30,-409.42,FedEx ****2286,FedEx,USD
2024-12-31,6056.34,PayPal Payment,PayPal,USD
2024-12-31,1451.04,Wire Transfer Payment,Wire Transfer,USD
