date,amount,description,counterparty,currency
2025-05-01,11191.39,Wire Transfer Payment,Wire Transfer,USD
2025-05-03,13259.05,Wire Transfer Payment,Wire Transfer,USD
2025-05-03,-30.68,Thomson Reuters ****2600,Thomson Reuters,USD
2025-05-07,-95.71,LinkedIn ****1014,LinkedIn,USD
2025-05-08,-478.91,Professional Liability Ins ****5336,Professional Liability Ins,USD
2025-05-08,-210.48,FedEx ****3483,FedEx,USD
2025-05-08,-37.05,Practice CS ****4907,Practice CS,USD
2025-05-09,11920.85,Stripe Payment,Stripe,USD
2025-05-09,-370.58,Office Depot ****8305,Office Depot,USD
2025-05-10,-281.8,CCH ****8065,CCH,USD
2025-05-10,-279.27,Office Depot ****6880,Office Depot,USD
2025-05-12,-57.96,LinkedIn ****4287,LinkedIn,USD
2025-05-13,-330.59,Office Depot ****8234,Office Depot,USD
2025-05-15,-395.85,CCH ****5543,CCH,USD
2025-05-16,-210.3,Amazon Business ****2749,Amazon Business,USD
2025-05-17,-168.84,FedEx ****1904,FedEx,USD
2025-05-19,9720.34,Check Payment,Check,USD
2025-05-22,-1105.87,Google Ads ****2148,Google Ads,USD
2025-05-22,-594.49,Google Ads ****9856,Google Ads,USD
2025-05-23,-471.46,Amazon Business ****9039,Amazon Business,USD
2025-05-24,-26.57,Practice CS ****8898,Practice CS,USD
2025-05-24,-484.57,QuickBooks ****4129,QuickBooks,USD
2025-05-26,9518.91,Square Payment,Square,USD
2025-05-26,-767.66,Google Ads ****9061,Google Ads,USD
2025-05-27,-68.07,FedEx ****9759,FedEx,USD
2025-05-27,-195.65,Amazon Business ****2390,Amazon Business,USD
2025-05-27,-374.28,LinkedIn ****3292,LinkedIn,USD
2025-05-27,-262.35,Professional Liability Ins ****8361,Professional Liability Ins,USD
2025-05-28,-328.42,Thomson Reuters ****5528,Thomson Reuters,USD
2025-05-29,4526.89,PayPal Payment,PayPal,USD
2025-05-29,-74.06,Professional Liability Ins ****2194,Professional Liability Ins,USD
2025-05-29,-454.69,Errors & Omissions ****1060,Errors & Omissions,USD
2025-05-31,-1538.33,Google Ads ****6298,Google Ads,USD
2025-05-31,-206.83,QuickBooks ****6450,QuickBooks,USD
2025-05-31,-332.7,Professional Liability Ins ****3893,Professional Liability Ins,USD
