date,amount,description,counterparty,currency
2024-11-01,-261.43,FedEx ****3947,FedEx,USD
2024-11-04,-385.26,Thomson Reuters ****2063,Thomson Reuters,USD
2024-11-08,3800.28,Wire Transfer Payment,Wire Transfer,USD
2024-11-08,-120.56,FedEx ****5614,FedEx,USD
2024-11-13,-80.5,Office Depot ****6050,Office Depot,USD
2024-11-14,-168.6,Chamber of Commerce ****2838,Chamber of Commerce,USD
2024-11-16,-171.19,Thomson Reuters ****9301,Thomson Reuters,USD
2024-11-16,-186.1,QuickBooks ****7147,QuickBooks,USD
2024-11-19,-418.99,LinkedIn ****5958,LinkedIn,USD
2024-11-19,-394.45,QuickBooks ****2517,QuickBooks,USD
2024-11-21,3000.41,PayPal Payment,PayPal,USD
2024-11-21,-261.1,Thomson Reuters ****4893,Thomson Reuters,USD
2024-11-22,-36.84,Chamber of Commerce ****8907,Chamber of Commerce,USD
2024-11-25,-389.34,Errors & Omissions ****2865,Errors & Omissions,USD
2024-11-25,-33.89,Chamber of Commerce ****6434,Chamber of Commerce,USD
2024-11-28,11264.06,Stripe Payment,Stripe,USD
2024-11-28,-253.71,CCH ****8546,CCH,USD
2024-11-28,-425.14,Chamber of Commerce ****7382,Chamber of Commerce,USD
2024-11-29,-187.15,Errors & Omissions ****1477,Errors & Omissions,USD
2024-11-29,-460.18,LinkedIn ****1582,LinkedIn,USD
2024-11-30,5695.37,Stripe Payment,Stripe,USD
2024-11-30,-362.17,Errors & Omissions ****5448,Errors & Omissions,USD
