date,amount,description,counterparty,currency
2025-06-01,2541.76,PayPal Payment,PayPal,USD
2025-06-06,-133.74,Java Imports ****1339,Java Imports,USD
2025-06-07,-161.85,Cafe Equipment LLC ****5632,Cafe Equipment LLC,USD
2025-06-09,3742.4,Check Payment,Check,USD
2025-06-09,3573.72,Wire Transfer Payment,Wire Transfer,USD
2025-06-09,2693.58,Wire Transfer Payment,Wire Transfer,USD
2025-06-10,1330.66,Check Payment,Check,USD
2025-06-11,-171.12,Office Depot ****5728,Office Depot,USD
2025-06-14,3970.21,Wire Transfer Payment,Wire Transfer,USD
2025-06-14,-400.84,Office Depot ****4241,Office Depot,USD
2025-06-14,-92.56,Uber Eats ****1977,Uber Eats,USD
2025-06-15,2397.99,Wire Transfer Payment,Wire Transfer,USD
2025-06-15,1117.27,Stripe Payment,Stripe,USD
2025-06-15,-304.55,Uber Eats ****8025,Uber Eats,USD
2025-06-15,-319.99,Toast POS ****2625,Toast POS,USD
2025-06-16,1447.88,Square Payment,Square,USD
2025-06-19,-283.67,Java Imports ****3441,Java Imports,USD
2025-06-19,-178.1,Costco ****5102,Costco,USD
2025-06-20,-307.06,Costco ****5771,Costco,USD
2025-06-20,-247.63,Java Imports ****5982,Java Imports,USD
2025-06-21,1080.27,Square Payment,Square,USD
2025-06-23,-99.35,Java Imports ****7693,Java Imports,USD
2025-06-23,-232.94,Square ****1653,Square,USD
2025-06-24,-326.52,AT&T ****9056,AT&T,USD
2025-06-26,-460.13,Square ****3973,Square,USD
2025-06-27,-99.6,Java Imports ****3847,Java Imports,USD
2025-06-28,-240.66,Uber Eats ****4824,Uber Eats,USD
2025-06-28,-472.77,AT&T ****9199,AT&T,USD
2025-06-30,-205.68,Clover ****8253,Clover,USD
2025-06-30,-322.12,Cafe Equipment LLC ****5335,Cafe Equipment LLC,USD
2025-06-30,-415.18,Amazon Business ****1659,Amazon Business,USD
2025-06-30,-108.22,Office Depot ****9502,Office Depot,USD
