date,amount,description,counterparty,currency
2024-12-01,1484.43,Wire Transfer Payment,Wire Transfer,USD
2024-12-02,-390.08,Cincinnati Gas Electric ****6573,Cincinnati Gas Electric,USD
2024-12-02,-388.77,Clover ****3103,Clover,USD
2024-12-03,-225.53,Amazon Business ****2040,Amazon Business,USD
2024-12-05,-97.6,Java Imports ****3621,Java Imports,USD
2024-12-05,-166.76,Amazon Business ****9317,Amazon Business,USD
2024-12-09,-370.9,AT&T ****2790,AT&T,USD
2024-12-09,-499.66,Amazon Business ****1241,Amazon Business,USD
2024-12-09,-205.01,Roasters Supply ****7396,Roasters Supply,USD
2024-12-09,-302.48,Coffee Bean Co ****9238,Coffee Bean Co,USD
2024-12-10,-428.13,Office Depot ****3724,Office Depot,USD
2024-12-10,-113.27,Uber Eats ****2113,Uber Eats,USD
2024-12-11,5453.9,PayPal Payment,PayPal,USD
2024-12-12,-112.16,AT&T ****8579,AT&T,USD
2024-12-12,-165.94,Cafe Equipment LLC ****1958,Cafe Equipment LLC,USD
2024-12-15,-115.35,Cafe Equipment LLC ****8350,Cafe Equipment LLC,USD
2024-12-15,-463.55,Uber Eats ****8260,Uber Eats,USD
2024-12-16,-397.94,Office Depot ****5673,Office Depot,USD
2024-12-21,3966.61,Square Payment,Square,USD
2024-12-21,-253.65,Square ****7570,Square,USD
2024-12-21,-479.73,Costco ****8973,Costco,USD
2024-12-25,2293.87,Check Payment,Check,USD
2024-12-26,4336.03,Wire Transfer Payment,Wire Transfer,USD
2024-12-26,-282.54,Costco ****6138,Costco,USD
2024-12-26,-299.99,Cafe Equipment LLC ****1651,Cafe Equipment LLC,USD
2024-12-29,-136.72,Uber Eats ****2964,Uber Eats,USD
