date,amount,description,counterparty,currency
2025-04-01,-390.77,Uber Eats ****2746,Uber Eats,USD
2025-04-01,-128.95,AT&T ****9486,AT&T,USD
2025-04-01,-272.62,Office Depot ****4919,Office Depot,USD
2025-04-07,-184.66,AT&T ****7624,AT&T,USD
2025-04-08,1713.13,Wire Transfer Payment,Wire Transfer,USD
2025-04-10,-37.2,Toast POS ****6111,Toast POS,USD
2025-04-10,-391.93,Costco ****2983,Costco,USD
2025-04-11,-342.99,Square ****4571,Square,USD
2025-04-12,-148.57,Coffee Bean Co ****6363,Coffee Bean Co,USD
2025-04-12,-313.44,Toast POS ****2876,Toast POS,USD
2025-04-13,-180.25,Square ****7211,Square,USD
2025-04-14,-57.59,Amazon Business ****1659,Amazon Business,USD
2025-04-15,-476.82,Office Depot ****7906,Office Depot,USD
2025-04-15,-63.91,Uber Eats ****1317,Uber Eats,USD
2025-04-16,3763.03,Wire Transfer Payment,Wire Transfer,USD
2025-04-17,-141.61,Uber Eats ****2419,Uber Eats,USD
2025-04-19,4330.64,Check Payment,Check,USD
2025-04-19,2726.17,PayPal Payment,PayPal,USD
2025-04-19,-119.21,Costco ****4978,Costco,USD
2025-04-20,-373.55,Roasters Supply ****5425,Roasters Supply,USD
2025-04-21,-146.72,Costco ****7043,Costco,USD
2025-04-21,-417.22,AT&T ****5397,AT&T,USD
2025-04-22,1760.33,Wire Transfer Payment,Wire Transfer,USD
2025-04-23,-187.08,Amazon Business ****7882,Amazon Business,USD
2025-04-24,3740.68,Check Payment,Check,USD
2025-04-24,-339.22,AT&T ****2129,AT&T,USD
2025-04-25,-339.92,Toast POS ****2375,Toast POS,USD
2025-04-25,-456.31,Amazon Business ****7149,Amazon Business,USD
2025-04-26,-37.81,Clover ****7455,Clover,USD
2025-04-26,-461.82,Office Depot ****8921,Office Depot,USD
2025-04-27,-89.46,AT&T ****8564,AT&T,USD
2025-04-27,-243.38,Uber Eats ****3506,Uber Eats,USD
2025-04-29,1010.74,Check Payment,Check,USD
2025-04-30,-424.24,Roasters Supply ****3091,Roasters Supply,USD
2025-04-30,-49.74,Clover ****6733,Clover,USD
